time,VIX1_price,VIX1_expDate,VIX2_price,VIX2_expDate,VIX3_price,VIX3_expDate,VIX4_price,VIX4_expDate,VIX5_price,VIX5_expDate
1707323457984,12.42,1708063200000,13.27,1710478800000,14.3,1713502800000,15.06,1715922000000,15.77,1718946000000
1707237057984,12.46,1708063200000,13.45,1710478800000,14.48,1713502800000,15.22,1715922000000,15.9,1718946000000
1707150657984,13.39,1708063200000,13.97,1710478800000,14.86,1713502800000,15.58,1715922000000,16.18,1718946000000
1706891457984,13.58,1708063200000,14.38,1710478800000,15.27,1713502800000,15.95,1715922000000,16.5,1718946000000
1706805057984,13.73,1708063200000,14.4,1710478800000,15.19,1713502800000,15.87,1715922000000,16.43,1718946000000
1706718657984,14.49,1708063200000,14.96,1710478800000,15.76,1713502800000,16.35,1715922000000,16.88,1718946000000
1706632257984,13.38,1708063200000,14.05,1710478800000,14.91,1713502800000,15.59,1715922000000,16.16,1718946000000
1706545857984,13.57,1708063200000,14.19,1710478800000,15.04,1713502800000,15.68,1715922000000,16.24,1718946000000
1706286657984,13.26,1708063200000,13.99,1710478800000,14.89,1713502800000,15.55,1715922000000,16.14,1718946000000
1706200257984,13.52,1708063200000,14.16,1710478800000,14.99,1713502800000,15.63,1715922000000,16.18,1718946000000
1706113857984,13.27,1708063200000,13.99,1710478800000,14.88,1713502800000,15.54,1715922000000,16.1,1718946000000
1706027457984,12.6,1708063200000,13.46,1710478800000,14.41,1713502800000,15.1,1715922000000,15.75,1718946000000
1705941057984,13.24,1708063200000,13.96,1710478800000,14.85,1713502800000,15.54,1715922000000,16.12,1718946000000
1705681857984,13.27,1708063200000,14.27,1710478800000,15.23,1713502800000,15.86,1715922000000,16.43,1718946000000
1705595457984,14.13,1708063200000,14.93,1710478800000,15.82,1713502800000,16.45,1715922000000,16.98,1718946000000
1705509057984,14.79,1708063200000,15.51,1710478800000,16.37,1713502800000,16.96,1715922000000,17.45,1718946000000
1705422657984,13.84,1708063200000,14.83,1710478800000,15.76,1713502800000,16.39,1715922000000,16.97,1718946000000
1705077057984,12.82,1708063200000,14.01,1710478800000,15.01,1713502800000,15.76,1715922000000,16.39,1718946000000
1704990657984,10.53,1705644000000,12.56,1708063200000,13.65,1710478800000,14.68,1713502800000,15.46,1715922000000
1704904257984,11.13,1705644000000,12.86,1708063200000,13.87,1710478800000,14.88,1713502800000,15.65,1715922000000
1704817857984,11.26,1705644000000,12.96,1708063200000,14,1710478800000,15.08,1713502800000,15.88,1715922000000
1704731457984,11.5,1705644000000,13.25,1708063200000,14.29,1710478800000,15.34,1713502800000,16.05,1715922000000
1704472257984,11.75,1705644000000,13.64,1708063200000,14.7,1710478800000,15.81,1713502800000,16.57,1715922000000
1704385857984,12.87,1705644000000,14.34,1708063200000,15.3,1710478800000,16.33,1713502800000,17.03,1715922000000
1704299457984,12.91,1705644000000,14.31,1708063200000,15.32,1710478800000,16.37,1713502800000,17.11,1715922000000
1704213057984,12.13,1705644000000,13.65,1708063200000,14.75,1710478800000,15.88,1713502800000,16.67,1715922000000
1703867457984,11.64,1705644000000,13.47,1708063200000,14.61,1710478800000,15.77,1713502800000,16.57,1715922000000
1703781057984,11.84,1705644000000,13.47,1708063200000,14.65,1710478800000,15.83,1713502800000,16.64,1715922000000
1703694657984,11.99,1705644000000,13.56,1708063200000,14.71,1710478800000,15.87,1713502800000,16.65,1715922000000
1703608257984,12.6,1705644000000,14.19,1708063200000,15.32,1710478800000,16.5,1713502800000,17.29,1715922000000
1703262657984,12.85,1705644000000,14.45,1708063200000,15.62,1710478800000,16.74,1713502800000,17.49,1715922000000
1703176257984,13.57,1705644000000,14.97,1708063200000,16.01,1710478800000,17.04,1713502800000,17.75,1715922000000
1703089857984,13.67,1705644000000,15.17,1708063200000,16.28,1710478800000,17.3,1713502800000,17.98,1715922000000
1703003457984,12.53,1705644000000,14.2,1708063200000,15.4,1710478800000,16.46,1713502800000,17.17,1715922000000
1702917057984,12.56,1705644000000,14.13,1708063200000,15.32,1710478800000,16.23,1713502800000,16.96,1715922000000
1702657857984,12.35,1705644000000,13.86,1708063200000,15.05,1710478800000,15.99,1713502800000,16.72,1715922000000
1702571457984,12.46,1705644000000,13.67,1708063200000,14.75,1710478800000,15.64,1713502800000,16.38,1715922000000
1702485057984,12.23,1705644000000,13.49,1708063200000,14.65,1710478800000,15.62,1713502800000,16.41,1715922000000
1702398657984,12.31,1705644000000,13.69,1708063200000,14.86,1710478800000,15.87,1713502800000,16.64,1715922000000
1702312257984,12.9,1705644000000,14.16,1708063200000,15.25,1710478800000,16.26,1713502800000,17.01,1715922000000
1702053057984,12.92,1705644000000,14.31,1708063200000,15.36,1710478800000,16.33,1713502800000,17.14,1715922000000
1701966657984,13.97,1702620000000,13.6,1705644000000,14.87,1708063200000,15.86,1710478800000,16.78,1713502800000
1701880257984,13.65,1702620000000,13.67,1705644000000,14.95,1708063200000,15.98,1710478800000,16.99,1713502800000
1701793857984,13.53,1702620000000,13.56,1705644000000,14.86,1708063200000,15.87,1710478800000,16.86,1713502800000
1701707457984,13.52,1702620000000,13.81,1705644000000,15.03,1708063200000,16.02,1710478800000,17.02,1713502800000
1701448257984,12.76,1702620000000,13.5,1705644000000,14.82,1708063200000,15.86,1710478800000,16.82,1713502800000
1701361857984,13.13,1702620000000,13.65,1705644000000,14.97,1708063200000,15.93,1710478800000,16.86,1713502800000
1701275457984,13.23,1702620000000,13.78,1705644000000,15.15,1708063200000,16.07,1710478800000,17,1713502800000
1701189057984,12.69,1702620000000,13.53,1705644000000,14.88,1708063200000,15.83,1710478800000,16.8,1713502800000
1701102657984,12.54,1702620000000,13.61,1705644000000,15,1708063200000,15.91,1710478800000,16.9,1713502800000
1700843457984,12.13,1702620000000,13.46,1705644000000,14.86,1708063200000,15.76,1710478800000,16.77,1713502800000
1700670657984,12.54,1702620000000,13.9,1705644000000,15.3,1708063200000,16.18,1710478800000,17.11,1713502800000
1700584257984,13.23,1702620000000,14.1,1705644000000,15.36,1708063200000,16.18,1710478800000,17.12,1713502800000
1700497857984,13.25,1702620000000,14.27,1705644000000,15.56,1708063200000,16.37,1710478800000,17.32,1713502800000
1700238657984,13.71,1702620000000,14.62,1705644000000,15.8,1708063200000,16.66,1710478800000,17.51,1713502800000
1700152257984,14.3,1702620000000,15,1705644000000,16.09,1708063200000,16.92,1710478800000,17.75,1713502800000
1700065857984,14.19,1702620000000,15.12,1705644000000,16.27,1708063200000,17.07,1710478800000,17.91,1713502800000
1699979457984,14.19,1702620000000,15.22,1705644000000,16.29,1708063200000,17.1,1710478800000,17.87,1713502800000
1699893057984,14.86,1702620000000,15.69,1705644000000,16.66,1708063200000,17.39,1710478800000,18.19,1713502800000
1699633857984,14.53,1702620000000,15.62,1705644000000,16.68,1708063200000,17.39,1710478800000,18.18,1713502800000
1699547457984,14.82,1700200800000,15.71,1702620000000,16.53,1705644000000,17.46,1708063200000,18.16,1710478800000
1699461057984,13.84,1700200800000,15.01,1702620000000,15.86,1705644000000,16.83,1708063200000,17.58,1710478800000
1699374657984,14.44,1700200800000,15.32,1702620000000,16.18,1705644000000,17.14,1708063200000,17.87,1710478800000
1699288257984,14.57,1700200800000,15.47,1702620000000,16.33,1705644000000,17.26,1708063200000,17.99,1710478800000
1699025457984,14.43,1700200800000,15.69,1702620000000,16.63,1705644000000,17.59,1708063200000,18.32,1710478800000
1698939057984,15.57,1700200800000,16.45,1702620000000,17.37,1705644000000,18.2,1708063200000,18.89,1710478800000
1698852657984,17.01,1700200800000,17.42,1702620000000,18.18,1705644000000,18.95,1708063200000,19.58,1710478800000
1698766257984,18.64,1700200800000,18.57,1702620000000,19.25,1705644000000,19.93,1708063200000,20.51,1710478800000
1698679857984,20.26,1700200800000,20.15,1702620000000,20.66,1705644000000,21.25,1708063200000,21.75,1710478800000
1698420657984,21.66,1700200800000,21.69,1702620000000,22.27,1705644000000,22.74,1708063200000,23.07,1710478800000
1698334257984,21.04,1700200800000,21.12,1702620000000,21.48,1705644000000,21.97,1708063200000,22.45,1710478800000
1698247857984,20.57,1700200800000,20.69,1702620000000,21.26,1705644000000,21.74,1708063200000,22.22,1710478800000
1698161457984,19.2,1700200800000,19.55,1702620000000,20.12,1705644000000,20.69,1708063200000,21.19,1710478800000
1698075057984,20.61,1700200800000,20.86,1702620000000,21.31,1705644000000,21.76,1708063200000,22.19,1710478800000
1697815857984,21.79,1700200800000,22.1,1702620000000,22.46,1705644000000,22.82,1708063200000,23.18,1710478800000
1697729457984,21.45,1700200800000,21.85,1702620000000,22.17,1705644000000,22.56,1708063200000,22.93,1710478800000
1697643057984,19.23,1700200800000,19.94,1702620000000,20.46,1705644000000,20.98,1708063200000,21.51,1710478800000
1697556657984,17.89,1700200800000,18.67,1702620000000,19.28,1705644000000,19.92,1708063200000,20.49,1710478800000
1697470257984,17.22,1700200800000,18.1,1702620000000,18.82,1705644000000,19.48,1708063200000,20.05,1710478800000
1697211057984,19.37,1700200800000,20.16,1702620000000,20.64,1705644000000,21.03,1708063200000,21.45,1710478800000
1697124657984,15.73,1697778000000,16.81,1700200800000,17.6,1702620000000,18.18,1705644000000,18.83,1708063200000
1697038257984,15.19,1697778000000,16.3,1700200800000,17.11,1702620000000,17.73,1705644000000,18.42,1708063200000
1696951857984,17.01,1697778000000,17.14,1700200800000,17.81,1702620000000,18.38,1705644000000,18.98,1708063200000
1696865457984,17.64,1697778000000,17.82,1700200800000,18.42,1702620000000,18.94,1705644000000,19.5,1708063200000
1696606257984,16.46,1697778000000,17.62,1700200800000,18.38,1702620000000,18.93,1705644000000,19.5,1708063200000
1696519857984,18.12,1697778000000,18.56,1700200800000,19.18,1702620000000,19.67,1705644000000,20.23,1708063200000
1696433457984,18.04,1697778000000,18.69,1700200800000,19.25,1702620000000,19.7,1705644000000,20.24,1708063200000
1696347057984,19.41,1697778000000,19.83,1700200800000,20.28,1702620000000,20.57,1705644000000,20.98,1708063200000
1696260657984,17.18,1697778000000,17.82,1700200800000,18.42,1702620000000,18.84,1705644000000,19.38,1708063200000
1696001457984,17.28,1697778000000,17.84,1700200800000,18.4,1702620000000,18.81,1705644000000,19.37,1708063200000
1695915057984,17.17,1697778000000,17.61,1700200800000,18.27,1702620000000,18.72,1705644000000,19.27,1708063200000
1695828657984,18.14,1697778000000,18.51,1700200800000,19.06,1702620000000,19.51,1705644000000,19.97,1708063200000
1695742257984,18.86,1697778000000,19.25,1700200800000,19.71,1702620000000,19.96,1705644000000,20.39,1708063200000
1695655857984,16.77,1697778000000,17.36,1700200800000,17.91,1702620000000,18.37,1705644000000,18.91,1708063200000
1695396657984,17.18,1697778000000,17.56,1700200800000,18.02,1702620000000,18.39,1705644000000,18.92,1708063200000
1695310257984,17.54,1697778000000,17.84,1700200800000,18.16,1702620000000,18.52,1705644000000,18.98,1708063200000
1695223857984,15.14,1697778000000,15.97,1700200800000,16.71,1702620000000,17.28,1705644000000,17.9,1708063200000
1695137457984,14.11,1697778000000,15.14,1700200800000,16,1702620000000,16.7,1705644000000,17.4,1708063200000
1695051057984,14,1697778000000,15.09,1700200800000,16,1702620000000,16.71,1705644000000,17.41,1708063200000
1694791857984,13.85,1697778000000,15.04,1700200800000,15.97,1702620000000,16.72,1705644000000,17.42,1708063200000
1694705457984,12.91,1697778000000,14.3,1700200800000,15.31,1702620000000,16.08,1705644000000,16.83,1708063200000
1694619057984,13.56,1697778000000,14.91,1700200800000,15.91,1702620000000,16.67,1705644000000,17.35,1708063200000
1694532657984,14.33,1697778000000,15.41,1700200800000,16.29,1702620000000,16.95,1705644000000,17.62,1708063200000
1694446257984,13.99,1697778000000,15.17,1700200800000,16.08,1702620000000,16.82,1705644000000,17.48,1708063200000
1694187057984,14.21,1697778000000,15.4,1700200800000,16.32,1702620000000,17.07,1705644000000,17.8,1708063200000
1694100657984,12.77,1694754000000,14.77,1697778000000,15.93,1700200800000,16.79,1702620000000,17.5,1705644000000
1694014257984,13.11,1694754000000,14.87,1697778000000,15.99,1700200800000,16.84,1702620000000,17.55,1705644000000
1693927857984,12.94,1694754000000,14.49,1697778000000,15.62,1700200800000,16.51,1702620000000,17.24,1705644000000
1693582257984,11.45,1694754000000,13.95,1697778000000,15.25,1700200800000,16.25,1702620000000,16.99,1705644000000
1693495857984,12.5,1694754000000,14.32,1697778000000,15.53,1700200800000,16.47,1702620000000,17.2,1705644000000
1693409457984,13.03,1694754000000,14.6,1697778000000,15.81,1700200800000,16.76,1702620000000,17.56,1705644000000
1693323057984,13.53,1694754000000,15.17,1697778000000,16.3,1700200800000,17.15,1702620000000,17.86,1705644000000
1693236657984,13.94,1694754000000,15.82,1697778000000,16.93,1700200800000,17.76,1702620000000,18.49,1705644000000
1692977457984,14.68,1694754000000,16.52,1697778000000,17.59,1700200800000,18.35,1702620000000,19.03,1705644000000
1692891057984,16.36,1694754000000,17.75,1697778000000,18.7,1700200800000,19.37,1702620000000,19.96,1705644000000
1692804657984,15.16,1694754000000,16.84,1697778000000,17.88,1700200800000,18.67,1702620000000,19.34,1705644000000
1692718257984,16.29,1694754000000,17.84,1697778000000,18.68,1700200800000,19.35,1702620000000,19.99,1705644000000
1692631857984,16.52,1694754000000,17.97,1697778000000,18.74,1700200800000,19.39,1702620000000,19.99,1705644000000
1692372657984,16.99,1694754000000,18.46,1697778000000,19.22,1700200800000,19.86,1702620000000,20.42,1705644000000
1692286257984,17.72,1694754000000,19.14,1697778000000,19.81,1700200800000,20.34,1702620000000,20.79,1705644000000
1692199857984,16.73,1694754000000,18.19,1697778000000,18.99,1700200800000,19.58,1702620000000,20.12,1705644000000
1692113457984,16.47,1694754000000,17.85,1697778000000,18.61,1700200800000,19.23,1702620000000,19.76,1705644000000
1692027057984,14.91,1694754000000,16.52,1697778000000,17.46,1700200800000,18.14,1702620000000,18.74,1705644000000
1691767857984,15.16,1694754000000,16.88,1697778000000,17.75,1700200800000,18.42,1702620000000,19.14,1705644000000
1691681457984,15.14,1692334800000,16.13,1694754000000,17.56,1697778000000,18.34,1700200800000,18.89,1702620000000
1691595057984,15.37,1692334800000,16.29,1694754000000,17.5,1697778000000,18.23,1700200800000,18.82,1702620000000
1691508657984,14.79,1692334800000,16.31,1694754000000,17.63,1697778000000,18.36,1700200800000,18.92,1702620000000
1691422257984,14.65,1692334800000,16.04,1694754000000,17.27,1697778000000,17.99,1700200800000,18.6,1702620000000
1691163057984,16.43,1692334800000,17.32,1694754000000,18.33,1697778000000,18.93,1700200800000,19.48,1702620000000
1691076657984,15.14,1692334800000,16.23,1694754000000,17.4,1697778000000,18.14,1700200800000,18.76,1702620000000
1690990257984,15.38,1692334800000,16.46,1694754000000,17.67,1697778000000,18.4,1700200800000,18.97,1702620000000
1690903857984,12.97,1692334800000,14.49,1694754000000,15.99,1697778000000,16.91,1700200800000,17.61,1702620000000
1690817457984,12.68,1692334800000,14.25,1694754000000,15.71,1697778000000,16.66,1700200800000,17.41,1702620000000
1690558257984,12.31,1692334800000,14.16,1694754000000,15.73,1697778000000,16.64,1700200800000,17.36,1702620000000
1690471857984,13.83,1692334800000,15.11,1694754000000,16.46,1697778000000,17.29,1700200800000,17.94,1702620000000
1690385457984,12.51,1692334800000,14.12,1694754000000,15.63,1697778000000,16.6,1700200800000,17.27,1702620000000
1690299057984,13.36,1692334800000,14.74,1694754000000,16.12,1697778000000,16.99,1700200800000,17.6,1702620000000
1690212657984,13.46,1692334800000,14.81,1694754000000,16.16,1697778000000,17.03,1700200800000,17.65,1702620000000
1689953457984,13.36,1692334800000,14.9,1694754000000,16.35,1697778000000,17.26,1700200800000,17.85,1702620000000
1689867057984,13.86,1692334800000,15.23,1694754000000,16.65,1697778000000,17.49,1700200800000,18.08,1702620000000
1689780657984,13.72,1692334800000,15.12,1694754000000,16.55,1697778000000,17.39,1700200800000,17.98,1702620000000
1689694257984,13.3,1692334800000,14.74,1694754000000,16.13,1697778000000,16.98,1700200800000,17.55,1702620000000
1689607857984,13.5,1692334800000,14.95,1694754000000,16.31,1697778000000,17.13,1700200800000,17.7,1702620000000
1689348657984,13.43,1692334800000,14.84,1694754000000,16.16,1697778000000,17.03,1700200800000,17.67,1702620000000
1689262257984,11.55,1689915600000,13.71,1692334800000,15.02,1694754000000,16.25,1697778000000,17.06,1700200800000
1689175857984,11.41,1689915600000,13.72,1692334800000,15,1694754000000,16.3,1697778000000,17.11,1700200800000
1689089457984,13.63,1689915600000,14.97,1692334800000,16.06,1694754000000,17.15,1697778000000,17.87,1700200800000
1689003057984,13.41,1689915600000,15.25,1692334800000,16.31,1694754000000,17.43,1697778000000,18.12,1700200800000
1688743857984,13.07,1689915600000,15.18,1692334800000,16.33,1694754000000,17.47,1697778000000,18.23,1700200800000
1688657457984,14.18,1689915600000,15.74,1692334800000,16.7,1694754000000,17.77,1697778000000,18.46,1700200800000
1688571057984,12.82,1689915600000,14.54,1692334800000,15.65,1694754000000,16.8,1697778000000,17.58,1700200800000
1688398257984,12.31,1689915600000,14.11,1692334800000,15.33,1694754000000,16.42,1697778000000,17.32,1700200800000
1688139057984,12.65,1689915600000,14.16,1692334800000,15.27,1694754000000,16.47,1697778000000,17.33,1700200800000
1688052657984,12.43,1689915600000,14.22,1692334800000,15.4,1694754000000,16.67,1697778000000,17.49,1700200800000
1687966257984,12.47,1689915600000,14.09,1692334800000,15.22,1694754000000,16.51,1697778000000,17.36,1700200800000
1687879857984,12.82,1689915600000,14.63,1692334800000,15.79,1694754000000,17.11,1697778000000,17.97,1700200800000
1687793457984,13.57,1689915600000,15.26,1692334800000,16.45,1694754000000,17.7,1697778000000,18.54,1700200800000
1687534257984,13.09,1689915600000,15.06,1692334800000,16.4,1694754000000,17.72,1697778000000,18.58,1700200800000
1687447857984,12.69,1689915600000,14.66,1692334800000,16.1,1694754000000,17.42,1697778000000,18.31,1700200800000
1687361457984,13.13,1689915600000,15.16,1692334800000,16.45,1694754000000,17.78,1697778000000,18.88,1700200800000
1687275057984,13.93,1689915600000,15.75,1692334800000,16.96,1694754000000,18.18,1697778000000,19.22,1700200800000
1686929457984,13.71,1689915600000,15.42,1692334800000,16.63,1694754000000,17.85,1697778000000,18.86,1700200800000
1686843057984,14.6,1689915600000,16.03,1692334800000,17.06,1694754000000,18.16,1697778000000,19.15,1700200800000
1686756657984,14.14,1689915600000,15.63,1692334800000,16.84,1694754000000,18.05,1697778000000,19.04,1700200800000
1686670257984,14.89,1689915600000,16.15,1692334800000,17.23,1694754000000,18.32,1697778000000,19.28,1700200800000
1686583857984,15.28,1689915600000,16.35,1692334800000,17.31,1694754000000,18.43,1697778000000,19.21,1700200800000
1686324657984,14.54,1689915600000,15.93,1692334800000,17.06,1694754000000,18.29,1697778000000,19.14,1700200800000
1686238257984,13.76,1686891600000,14.42,1689915600000,15.83,1692334800000,17.02,1694754000000,18.23,1697778000000
1686151857984,13.82,1686891600000,14.71,1689915600000,16.16,1692334800000,17.31,1694754000000,18.52,1697778000000
1686065457984,13.87,1686891600000,14.72,1689915600000,16.09,1692334800000,17.25,1694754000000,18.48,1697778000000
1685979057984,14.29,1686891600000,15.6,1689915600000,16.98,1692334800000,18.11,1694754000000,19.33,1697778000000
1685719857984,13.94,1686891600000,15.7,1689915600000,17.14,1692334800000,18.27,1694754000000,19.48,1697778000000
1685633457984,15.36,1686891600000,16.69,1689915600000,18.08,1692334800000,19.15,1694754000000,20.4,1697778000000
1685547057984,18.4,1686891600000,18.51,1689915600000,19.63,1692334800000,20.61,1694754000000,21.72,1697778000000
1685460657984,17.59,1686891600000,18.28,1689915600000,19.58,1692334800000,20.59,1694754000000,21.77,1697778000000
1685115057984,18.25,1686891600000,18.87,1689915600000,20.03,1692334800000,20.98,1694754000000,22.1,1697778000000
1685028657984,19.53,1686891600000,20.01,1689915600000,21.08,1692334800000,21.97,1694754000000,22.88,1697778000000
1684942257984,20.46,1686891600000,20.78,1689915600000,21.74,1692334800000,22.62,1694754000000,23.44,1697778000000
1684855857984,18.66,1686891600000,19.51,1689915600000,20.76,1692334800000,21.8,1694754000000,22.78,1697778000000
1684769457984,17.19,1686891600000,18.62,1689915600000,20.1,1692334800000,21.18,1694754000000,22.27,1697778000000
1684510257984,16.76,1686891600000,18.48,1689915600000,19.92,1692334800000,21.11,1694754000000,22.28,1697778000000
1684423857984,16.06,1686891600000,17.78,1689915600000,19.27,1692334800000,20.44,1694754000000,21.61,1697778000000
1684337457984,16.87,1686891600000,18.61,1689915600000,20.04,1692334800000,21.17,1694754000000,22.3,1697778000000
1684251057984,18.09,1686891600000,19.56,1689915600000,20.92,1692334800000,22.01,1694754000000,23.02,1697778000000
1684164657984,17.38,1686891600000,18.99,1689915600000,20.38,1692334800000,21.48,1694754000000,22.53,1697778000000
1683905457984,17.86,1686891600000,19.54,1689915600000,20.89,1692334800000,21.88,1694754000000,22.92,1697778000000
1683819057984,14.11,1684472400000,17.89,1686891600000,19.55,1689915600000,20.87,1692334800000,21.85,1694754000000
1683732657984,14.58,1684472400000,18.14,1686891600000,19.69,1689915600000,21.02,1692334800000,21.97,1694754000000
1683646257984,16.3,1684472400000,18.8,1686891600000,20.26,1689915600000,21.53,1692334800000,22.47,1694754000000
1683559857984,15.15,1684472400000,18.18,1686891600000,19.78,1689915600000,21.13,1692334800000,22.11,1694754000000
1683300657984,15.77,1684472400000,18.5,1686891600000,20.11,1689915600000,21.32,1692334800000,22.31,1694754000000
1683214257984,19.85,1684472400000,20.98,1686891600000,22.24,1689915600000,23.3,1692334800000,23.98,1694754000000
1683127857984,17.98,1684472400000,19.34,1686891600000,20.74,1689915600000,21.94,1692334800000,22.7,1694754000000
1683041457984,17.6,1684472400000,18.86,1686891600000,20.24,1689915600000,21.42,1692334800000,22.32,1694754000000
1682955057984,15.48,1684472400000,17.4,1686891600000,19.18,1689915600000,20.54,1692334800000,21.44,1694754000000
1682695857984,15.22,1684472400000,17.31,1686891600000,19.21,1689915600000,20.75,1692334800000,21.7,1694754000000
1682609457984,16.57,1684472400000,18.39,1686891600000,20.05,1689915600000,21.41,1692334800000,22.31,1694754000000
1682523057984,18.56,1684472400000,19.87,1686891600000,21.38,1689915600000,22.5,1692334800000,23.36,1694754000000
1682436657984,18.5,1684472400000,20,1686891600000,21.54,1689915600000,22.66,1692334800000,23.53,1694754000000
1682350257984,16.51,1684472400000,18.46,1686891600000,20.18,1689915600000,21.4,1692334800000,22.33,1694754000000
1682091057984,16.57,1684472400000,18.65,1686891600000,20.33,1689915600000,21.5,1692334800000,22.38,1694754000000
1682004657984,17.06,1684472400000,18.98,1686891600000,20.52,1689915600000,21.65,1692334800000,22.41,1694754000000
1681918257984,16.45,1684472400000,18.38,1686891600000,20.01,1689915600000,21.09,1692334800000,21.94,1694754000000
1681831857984,16.83,1684472400000,18.48,1686891600000,19.84,1689915600000,20.83,1692334800000,21.7,1694754000000
1681745457984,16.96,1684472400000,18.46,1686891600000,19.68,1689915600000,20.69,1692334800000,21.52,1694754000000
1681486257984,17.19,1684472400000,18.91,1686891600000,20.19,1689915600000,21.19,1692334800000,21.9,1694754000000
1681399857984,14.28,1682053200000,17.83,1684472400000,19.31,1686891600000,20.43,1689915600000,21.39,1692334800000
1681313457984,15.91,1682053200000,19.06,1684472400000,20.25,1686891600000,21.24,1689915600000,22.1,1692334800000
1681227057984,16.72,1682053200000,19.03,1684472400000,20.22,1686891600000,21.22,1689915600000,22.07,1692334800000
1681140657984,16.59,1682053200000,18.95,1684472400000,20.27,1686891600000,21.31,1689915600000,22.15,1692334800000
1680795057984,15.76,1682053200000,18.72,1684472400000,20.32,1686891600000,21.42,1689915600000,22.35,1692334800000
1680708657984,16.89,1682053200000,19.48,1684472400000,20.86,1686891600000,21.91,1689915600000,22.78,1692334800000
1680622257984,17.18,1682053200000,19.47,1684472400000,20.83,1686891600000,21.8,1689915600000,22.62,1692334800000
1680535857984,17,1682053200000,19.17,1684472400000,20.4,1686891600000,21.34,1689915600000,22.11,1692334800000
1680276657984,17.76,1682053200000,19.76,1684472400000,20.99,1686891600000,21.79,1689915600000,22.53,1692334800000
1680190257984,18.33,1682053200000,20.06,1684472400000,21.26,1686891600000,22.18,1689915600000,22.83,1692334800000
1680103857984,18.61,1682053200000,20.24,1684472400000,21.37,1686891600000,22.21,1689915600000,22.88,1692334800000
1680017457984,19.46,1682053200000,21.07,1684472400000,22.14,1686891600000,22.98,1689915600000,23.64,1692334800000
1679931057984,20.21,1682053200000,21.77,1684472400000,22.8,1686891600000,23.45,1689915600000,24.05,1692334800000
1679671857984,21.57,1682053200000,23,1684472400000,23.94,1686891600000,24.49,1689915600000,25.2,1692334800000
1679585457984,22.53,1682053200000,23.84,1684472400000,24.48,1686891600000,25.01,1689915600000,25.62,1692334800000
1679499057984,22.25,1682053200000,23.51,1684472400000,24.33,1686891600000,24.82,1689915600000,25.38,1692334800000
1679412657984,21.36,1682053200000,22.69,1684472400000,23.54,1686891600000,24.17,1689915600000,24.85,1692334800000
1679326257984,24.08,1682053200000,25.16,1684472400000,25.87,1686891600000,26.31,1689915600000,26.81,1692334800000
1679067057984,25.38,1682053200000,26.69,1684472400000,27.44,1686891600000,27.7,1689915600000,28.13,1692334800000
1678980657984,22.66,1682053200000,23.75,1684472400000,24.55,1686891600000,25.01,1689915600000,25.53,1692334800000
1678894257984,25.86,1682053200000,26.76,1684472400000,27.35,1686891600000,27.57,1689915600000,27.8,1692334800000
1678807857984,23.51,1682053200000,24.33,1684472400000,24.85,1686891600000,25.16,1689915600000,25.55,1692334800000
1678721457984,26.01,1682053200000,26.49,1684472400000,26.71,1686891600000,26.88,1689915600000,26.95,1692334800000
1678465857984,24.58,1682053200000,25.22,1684472400000,25.56,1686891600000,25.75,1689915600000,25.9,1692334800000
1678379457984,25.66,1679029200000,22.29,1682053200000,22.8,1684472400000,23.09,1686891600000,23.31,1689915600000
1678293057984,20.62,1679029200000,19.13,1682053200000,19.91,1684472400000,20.45,1686891600000,20.87,1689915600000
1678206657984,20.92,1679029200000,19.62,1682053200000,20.34,1684472400000,20.9,1686891600000,21.3,1689915600000
1678120257984,19.39,1679029200000,18.79,1682053200000,19.71,1684472400000,20.38,1686891600000,20.85,1689915600000
1677861057984,18.07,1679029200000,18.81,1682053200000,19.79,1684472400000,20.52,1686891600000,20.93,1689915600000
1677774657984,19.15,1679029200000,19.65,1682053200000,20.55,1684472400000,21.25,1686891600000,21.6,1689915600000
1677688257984,20.06,1679029200000,20.5,1682053200000,21.35,1684472400000,22.02,1686891600000,22.37,1689915600000
1677601857984,20.13,1679029200000,20.52,1682053200000,21.4,1684472400000,22.02,1686891600000,22.37,1689915600000
1677515457984,20.16,1679029200000,20.84,1682053200000,21.7,1684472400000,22.34,1686891600000,22.7,1689915600000
1677256257984,20.58,1679029200000,21.73,1682053200000,22.58,1684472400000,23.07,1686891600000,23.42,1689915600000
1677169857984,20.16,1679029200000,21.04,1682053200000,21.87,1684472400000,22.39,1686891600000,22.76,1689915600000
1677083457984,21.3,1679029200000,22.04,1682053200000,22.8,1684472400000,23.23,1686891600000,23.58,1689915600000
1676997057984,22.04,1679029200000,22.78,1682053200000,23.51,1684472400000,23.95,1686891600000,24.19,1689915600000
1676651457984,19.59,1679029200000,20.79,1682053200000,21.81,1684472400000,22.27,1686891600000,22.67,1689915600000
1676565057984,19.99,1679029200000,20.92,1682053200000,21.92,1684472400000,22.36,1686891600000,22.78,1689915600000
1676478657984,18.17,1679029200000,19.52,1682053200000,20.69,1684472400000,21.18,1686891600000,21.63,1689915600000
1676392257984,18.95,1679029200000,20.18,1682053200000,21.16,1684472400000,21.7,1686891600000,22.14,1689915600000
1676305857984,20.47,1679029200000,21.22,1682053200000,22.01,1684472400000,22.43,1686891600000,22.83,1689915600000
